"ID","ID_PK","Goal","Learn","Long_Goal"
"11773","6535","My immediate goal is to become a paramedic and apply for a job through Acadian Ambulance","How to help people in emergency situations","Becoming a paramedic i will further my education and specialize in med flight emergencies "
"11783","6536","A patroleum engineer offshore","Team development and hard labor","Earning a bachelors degree in patroleum engeneering"
"11781","6537","Nursing RN","alot about health and people skills. I will also help save others lives","Nursing i will earn a bachelors degree and pursue becoming a nurse "
"11779","6538","an art teacher","how to deal with children","becoming an art teacher"
"11775","6539","law enforcement","laws and guidelines","police officer"
"11777","6540","An psychologist","Therapist","Earning a master degree in psychology"
"11770","6541"," To work as a Registerd Nurse and travel all around the world","This could help me learn how to help people and take care of people","to get my master degree"
"11771","6542","To work for the Forestry Station in Bently,Louisiana","It will help me lean more about how to market timber","As I pursue my long term goal of becoming a suerviser overtimber marking"
"11774","6543","military","to kill the enemy","retireing"
"11776","6544","miltary","how to defend","to become a general and retire"
"11782","6545","My immediate goal is to work as a Music Edication Teacher","This position will help me learn to deal with younger children and thier ability to comprehind music and its basics as well as me own teaching, social, and orginization skills","Earning a college degree in Music Education"
"11784","6546","My immediate goal is to become a graduate assistance, that way it can pay for my masters degree in criminal justice","It will help me learn what i need to get my masters degree","As I pursue my long-term goal of earning a colloge degree and becoming a Homeland Security officer"
"11786","6547","Assistant","Organization","Getting my High School diploma"
"11790","6548","Pipeliner","Welding, welders helper, fiting pipes, building compresor stations, foreman, safety crew","Manager/Foreman"
"11788","6549","full time college student","my major","get a career that will last me the rest of my life"
"11794","6550","Certified Nursing Assistant","The stuff i need to know about being a nurse","Being a nurse"
"11694","6551","Certified Nursing Assistant","The basic skills it takes to be a wonderful nurse. It will aslo help me learn how to interact with individuals and be a better care taker I can be","As working as a team and helping others, and getting my registerd nurse license. "
"11133","6552","Intern to a mechanical engineeer","Work procedures","Earning a Masters degree in mechancical engineering"
"11795","6553","a veternarian or a Registered Nurse","to help others in a better way","earning a college degree in a veternarian or a registered nurse course"
